PROCEDURE_CODE,DRUG_NAME_WITH_FORM_STRENGTH,DOSAGE_FORM,CLAIM_COUNT,CLAIMS_FREQUENCY_PERCENTAGE,DISTINCT_MEMBERS,MEMBER_PERCENTAGE,TOTAL_BENEFIT_AMOUNT,BENEFIT_PERCENTAGE
50090707700,Tresiba FlexTouch 100UNIT/ML Solution Pen-injector,SOPN,1,0.00%,1,0.00%,  425 ,0.00%
75834022100,carBAMazepine 200MG Tablet,TABS,5,0.00%,2,0.00%,  425 ,0.00%
47335030888,Zolpidem Tartrate ER 12.5MG Tablet Extended Release,TBCR,11,0.01%,4,0.01%,  424 ,0.00%
23155002405,busPIRone HCl 10MG Tablet,TABS,21,0.02%,7,0.01%,  424 ,0.00%
60219170801,predniSONE 20MG Tablet,TABS,59,0.05%,50,0.09%,  424 ,0.00%
50228017505,buPROPion HCl ER (SR) 150MG Tablet Extended Release 12 HR,TB12,31,0.03%,11,0.02%,  423 ,0.00%
42858032501,Amphetamine-Dextroamphet ER 25MG Capsule Extended Release 24 Hour,CP24,11,0.01%,3,0.01%,  423 ,0.00%
00228202996,ALPRAZolam 0.5MG Tablet,TABS,18,0.02%,9,0.02%,  423 ,0.00%
70069042101,Latanoprost 0.005% Solution,SOLN,24,0.02%,11,0.02%,  423 ,0.00%
47781065990,Levothyroxine Sodium 137MCG Tablet,TABS,24,0.02%,8,0.01%,  422 ,0.00%
45802004475,Acyclovir 5% Cream,CREA,1,0.00%,1,0.00%,  422 ,0.00%
51991062033,Anastrozole 1MG Tablet,TABS,19,0.02%,8,0.01%,  422 ,0.00%
60505258009,Atorvastatin Calcium 40MG Tablet,TABS,22,0.02%,11,0.02%,  422 ,0.00%
65862083030,Prasugrel HCl 10MG Tablet,TABS,7,0.01%,4,0.01%,  422 ,0.00%
16714098604,Triamcinolone Acetonide 0.1% Cream,CREA,4,0.00%,3,0.01%,  421 ,0.00%
68382080705,traZODone HCl 150MG Tablet,TABS,13,0.01%,5,0.01%,  421 ,0.00%
29300047701,busPIRone HCl 15MG Tablet,TABS,18,0.02%,8,0.01%,  421 ,0.00%
52817081154,Triamcinolone Acetonide 0.1% Cream,CREA,4,0.00%,4,0.01%,  420 ,0.00%
58657031216,Potassium Citrate-Citric Acid 1100-334MG/5ML Solution,SOLN,2,0.00%,1,0.00%,  420 ,0.00%
10702010101,Methylphenidate HCl 10MG Tablet,TABS,20,0.02%,10,0.02%,  420 ,0.00%
13107008101,traZODone HCl 150MG Tablet,TABS,24,0.02%,5,0.01%,  419 ,0.00%
51672413101,lamoTRIgine 100MG Tablet,TABS,16,0.01%,7,0.01%,  419 ,0.00%
00832532511,Potassium Chloride Crys ER 20MEQ Tablet Extended Release,TBCR,13,0.01%,7,0.01%,  419 ,0.00%
69238207907,Propranolol HCl 40MG Tablet,TABS,12,0.01%,5,0.01%,  419 ,0.00%
57237022005,Pioglitazone HCl 30MG Tablet,TABS,19,0.02%,11,0.02%,  419 ,0.00%
70954056520,Estradiol 1MG Tablet,TABS,28,0.02%,11,0.02%,  419 ,0.00%
72888000500,Metoprolol Tartrate 50MG Tablet,TABS,35,0.03%,10,0.02%,  418 ,0.00%
59651078205,glipiZIDE ER 10MG Tablet Extended Release 24 HR,TB24,16,0.01%,5,0.01%,  418 ,0.00%
58151011001,Dilantin 100MG Capsule,CAPS,5,0.00%,2,0.00%,  418 ,0.00%
50742062001,NIFEdipine ER 30MG Tablet Extended Release 24 HR,TB24,12,0.01%,7,0.01%,  418 ,0.00%
62559043130,Hydrocortisone (Perianal) 2.5% Cream,CREA,15,0.01%,15,0.03%,  418 ,0.00%
65862012601,Torsemide 10MG Tablet,TABS,5,0.00%,1,0.00%,  417 ,0.00%
60505036302,Ofloxacin 0.3% Solution,SOLN,9,0.01%,7,0.01%,  417 ,0.00%
64380078706,busPIRone HCl 7.5MG Tablet,TABS,12,0.01%,8,0.01%,  417 ,0.00%
67877022301,Gabapentin 300MG Capsule,CAPS,15,0.01%,8,0.01%,  417 ,0.00%
29300045901,guanFACINE HCl 2MG Tablet,TABS,5,0.00%,2,0.00%,  416 ,0.00%
52817081508,Aminocaproic Acid 0.25GM/ML Solution,SOLN,1,0.00%,1,0.00%,  416 ,0.00%
31722070090,Losartan Potassium 25MG Tablet,TABS,32,0.03%,16,0.03%,  416 ,0.00%
68094090006,Azithromycin 250MG Tablet,TABS,22,0.02%,22,0.04%,  416 ,0.00%
69097012403,Topiramate 100MG Tablet,TABS,22,0.02%,8,0.01%,  415 ,0.00%
00378464426,Estradiol 0.025MG/24HR Patch Twice Weekly,PTTW,7,0.01%,4,0.01%,  415 ,0.00%
53746011005,HYDROcodone-Acetaminophen 10-325MG Tablet,TABS,8,0.01%,3,0.01%,  415 ,0.00%
12496120803,Suboxone 8-2MG Film,FILM,2,0.00%,1,0.00%,  415 ,0.00%
70700027522,Estradiol Valerate 40MG/ML Oil,OIL,2,0.00%,1,0.00%,  415 ,0.00%
00406889301,Amphetamine-Dextroamphetamine 20MG Tablet,TABS,9,0.01%,4,0.01%,  414 ,0.00%
67877024760,QUEtiapine Fumarate 300MG Tablet,TABS,24,0.02%,3,0.01%,  414 ,0.00%
65862007930,Terbinafine HCl 250MG Tablet,TABS,24,0.02%,17,0.03%,  413 ,0.00%
70954066210,Ketoconazole 2% Shampoo,SHAM,17,0.01%,13,0.02%,  413 ,0.00%
72426081803,Nexlizet 180-10MG Tablet,TABS,1,0.00%,1,0.00%,  413 ,0.00%
60505132305,Pravastatin Sodium 80MG Tablet,TABS,11,0.01%,3,0.01%,  413 ,0.00%
00591236360,Testosterone 10 MG/ACT(2%) Gel,GEL,3,0.00%,1,0.00%,  413 ,0.00%
00054037025,Lisdexamfetamine Dimesylate 20MG Capsule,CAPS,1,0.00%,1,0.00%,  412 ,0.00%
55111065001,Metaxalone 800MG Tablet,TABS,4,0.00%,2,0.00%,  412 ,0.00%
00093506101,hydrOXYzine HCl 25MG Tablet,TABS,27,0.02%,14,0.02%,  411 ,0.00%
43598062030,sAXagliptin-metFORMIN ER 5-500MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  411 ,0.00%
68645060990,Lisinopril 5MG Tablet,TABS,41,0.04%,18,0.03%,  411 ,0.00%
45963067696,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,25,0.02%,10,0.02%,  411 ,0.00%
29300011101,lamoTRIgine 25MG Tablet,TABS,30,0.03%,11,0.02%,  410 ,0.00%
00527810637,Dexmethylphenidate HCl ER 5MG Capsule Extended Release 24 Hour,CP24,7,0.01%,6,0.01%,  410 ,0.00%
27241009706,DULoxetine HCl 20MG Capsule Delayed Release Particles,CPEP,13,0.01%,11,0.02%,  410 ,0.00%
31722093612,Omega-3-acid Ethyl Esters 1GM Capsule,CAPS,6,0.01%,4,0.01%,  410 ,0.00%
29300011201,lamoTRIgine 100MG Tablet,TABS,15,0.01%,10,0.02%,  410 ,0.00%
31722094531,Drospirenone-Ethinyl Estradiol 3-0.03MG Tablet,TABS,17,0.01%,5,0.01%,  409 ,0.00%
59651005290,Ezetimibe 10MG Tablet,TABS,19,0.02%,15,0.03%,  409 ,0.00%
70954066810,Pentoxifylline ER 400MG Tablet Extended Release,TBCR,12,0.01%,2,0.00%,  409 ,0.00%
00378718505,metFORMIN HCl 500MG Tablet,TABS,29,0.03%,14,0.02%,  409 ,0.00%
69367034605,Gabapentin 600MG Tablet,TABS,9,0.01%,5,0.01%,  408 ,0.00%
70756024812,Atorvastatin Calcium 20MG Tablet,TABS,27,0.02%,16,0.03%,  408 ,0.00%
00469260290,Myrbetriq 50MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  408 ,0.00%
59651048805,predniSONE 20MG Tablet,TABS,46,0.04%,39,0.07%,  408 ,0.00%
65862014990,Finasteride 5MG Tablet,TABS,20,0.02%,8,0.01%,  408 ,0.00%
68382056501,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,27,0.02%,15,0.03%,  408 ,0.00%
00574241065,Methylphenidate 10MG/9HR Patch,PTCH,1,0.00%,1,0.00%,  406 ,0.00%
00378826093,Methylphenidate 10MG/9HR Patch,PTCH,1,0.00%,1,0.00%,  406 ,0.00%
43547036703,Valsartan 40MG Tablet,TABS,15,0.01%,6,0.01%,  405 ,0.00%
60842002202,Auvi-Q 0.15MG/0.15ML Solution Auto-injector,SOAJ,2,0.00%,2,0.00%,  405 ,0.00%
00054007928,Balsalazide Disodium 750MG Capsule,CAPS,10,0.01%,1,0.00%,  405 ,0.00%
13668010401,Isosorbide Mononitrate ER 30MG Tablet Extended Release 24 HR,TB24,26,0.02%,10,0.02%,  405 ,0.00%
64380015701,Butalbital-APAP-Caffeine 50-325-40MG Tablet,TABS,15,0.01%,7,0.01%,  404 ,0.00%
68382004001,Promethazine HCl 12.5MG Tablet,TABS,26,0.02%,19,0.03%,  404 ,0.00%
65162014808,Lyllana 0.0375MG/24HR Patch Twice Weekly,PTTW,6,0.01%,3,0.01%,  404 ,0.00%
68180067711,Oseltamivir Phosphate 75MG Capsule,CAPS,13,0.01%,12,0.02%,  404 ,0.00%
50742011401,Desipramine HCl 50MG Tablet,TABS,3,0.00%,1,0.00%,  404 ,0.00%
65862078330,Esomeprazole Magnesium 20MG Capsule Delayed Release,CPDR,13,0.01%,4,0.01%,  404 ,0.00%
00378428785,Eletriptan Hydrobromide 20MG Tablet,TABS,9,0.01%,1,0.00%,  404 ,0.00%
16714008110,hydrOXYzine HCl 10MG Tablet,TABS,31,0.03%,14,0.02%,  404 ,0.00%
00527411637,Propranolol HCl ER 60MG Capsule Extended Release 24 Hour,CP24,15,0.01%,9,0.02%,  404 ,0.00%
00078051005,TEGretol-XR 100MG Tablet Extended Release 12 HR,TB12,1,0.00%,1,0.00%,  403 ,0.00%
57599083500,FreeStyle Libre 2 Plus Sensor  Miscellaneous,MISC,3,0.00%,2,0.00%,  403 ,0.00%
29300012601,Bisoprolol Fumarate 5MG Tablet,TABS,11,0.01%,2,0.00%,  403 ,0.00%
68462030529,Norethindrone 0.35MG Tablet,TABS,12,0.01%,7,0.01%,  402 ,0.00%
68382053701,Potassium Citrate ER 10 MEQ(1080 MG) Tablet Extended Release,TBCR,3,0.00%,2,0.00%,  402 ,0.00%
65862069201,Phenytoin Sodium Extended 100MG Capsule,CAPS,5,0.00%,2,0.00%,  402 ,0.00%
00115175701,Cyproheptadine HCl 4MG Tablet,TABS,15,0.01%,5,0.01%,  402 ,0.00%
65162076610,Warfarin Sodium 5MG Tablet,TABS,15,0.01%,6,0.01%,  402 ,0.00%
62332010030,ARIPiprazole 15MG Tablet,TABS,13,0.01%,5,0.01%,  401 ,0.00%
43598029890,Pregabalin 300MG Capsule,CAPS,2,0.00%,1,0.00%,  401 ,0.00%
68180098101,Lisinopril 20MG Tablet,TABS,30,0.03%,19,0.03%,  401 ,0.00%
64980028005,glipiZIDE ER 5MG Tablet Extended Release 24 HR,TB24,37,0.03%,9,0.02%,  401 ,0.00%
65862070260,Ziprasidone HCl 20MG Capsule,CAPS,6,0.01%,3,0.01%,  400 ,0.00%
27808015603,Rosuvastatin Calcium 10MG Tablet,TABS,17,0.01%,9,0.02%,  400 ,0.00%
53746064201,Flecainide Acetate 100MG Tablet,TABS,11,0.01%,4,0.01%,  400 ,0.00%
65162089703,ARIPiprazole 5MG Tablet,TABS,20,0.02%,2,0.00%,  400 ,0.00%
62559038001,Flecainide Acetate 50MG Tablet,TABS,13,0.01%,4,0.01%,  399 ,0.00%
13668000905,Citalopram Hydrobromide 10MG Tablet,TABS,33,0.03%,17,0.03%,  399 ,0.00%
00143122701,Dicyclomine HCl 20MG Tablet,TABS,26,0.02%,11,0.02%,  399 ,0.00%
72205001290,Pregabalin 50MG Capsule,CAPS,14,0.01%,6,0.01%,  399 ,0.00%
51672129303,Clobetasol Propionate 0.05% Solution,SOLN,14,0.01%,13,0.02%,  398 ,0.00%
72603015001,Escitalopram Oxalate 10MG Tablet,TABS,23,0.02%,11,0.02%,  398 ,0.00%
72205026130,Vilazodone HCl 20MG Tablet,TABS,7,0.01%,4,0.01%,  398 ,0.00%
65862024608,levETIRAcetam 500MG Tablet,TABS,17,0.01%,5,0.01%,  398 ,0.00%
23155002601,Verapamil HCl 80MG Tablet,TABS,15,0.01%,4,0.01%,  398 ,0.00%
70756043011,Prazosin HCl 2MG Capsule,CAPS,8,0.01%,4,0.01%,  398 ,0.00%
65862016099,Zolpidem Tartrate 10MG Tablet,TABS,20,0.02%,7,0.01%,  398 ,0.00%
49884041201,Ursodiol 250MG Tablet,TABS,7,0.01%,2,0.00%,  398 ,0.00%
42806060209,Venlafaxine HCl ER 75MG Capsule Extended Release 24 Hour,CP24,20,0.02%,9,0.02%,  398 ,0.00%
68001025001,ZOLMitriptan 5MG Tablet,TABS,15,0.01%,1,0.00%,  398 ,0.00%
67877006430,Fesoterodine Fumarate ER 4MG Tablet Extended Release 24 HR,TB24,3,0.00%,1,0.00%,  398 ,0.00%
68180044601,QUEtiapine Fumarate 50MG Tablet,TABS,25,0.02%,7,0.01%,  398 ,0.00%
72888004801,acetaZOLAMIDE 250MG Tablet,TABS,8,0.01%,4,0.01%,  398 ,0.00%
51862054506,Sronyx 0.1-20MG-MCG Tablet,TABS,17,0.01%,5,0.01%,  397 ,0.00%
72485067035,Erythromycin 5MG/GM Ointment,OINT,24,0.02%,22,0.04%,  397 ,0.00%
29300041319,Cyclobenzaprine HCl 5MG Tablet,TABS,18,0.02%,11,0.02%,  397 ,0.00%
70710148301,Ursodiol 300MG Capsule,CAPS,4,0.00%,1,0.00%,  396 ,0.00%
00093557101,Erythromycin Base 250MG Tablet,TABS,1,0.00%,1,0.00%,  396 ,0.00%
31722042605,Atorvastatin Calcium 40MG Tablet,TABS,23,0.02%,13,0.02%,  396 ,0.00%
51991087733,Eplerenone 25MG Tablet,TABS,15,0.01%,3,0.01%,  396 ,0.00%
16714063403,Omeprazole 20MG Capsule Delayed Release,CPDR,27,0.02%,8,0.01%,  396 ,0.00%
31722061490,Pregabalin 150MG Capsule,CAPS,21,0.02%,6,0.01%,  396 ,0.00%
66685100100,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,14,0.01%,13,0.02%,  396 ,0.00%
31722035101,Lisdexamfetamine Dimesylate 20MG Capsule,CAPS,2,0.00%,2,0.00%,  395 ,0.00%
75907003901,Liothyronine Sodium 5MCG Tablet,TABS,7,0.01%,5,0.01%,  395 ,0.00%
55111029236,SUMAtriptan Succinate 50MG Tablet,TABS,17,0.01%,11,0.02%,  394 ,0.00%
23155007101,methIMAzole 10MG Tablet,TABS,4,0.00%,2,0.00%,  394 ,0.00%
69238117603,ISOtretinoin 40MG Capsule,CAPS,3,0.00%,1,0.00%,  394 ,0.00%
68382009205,Carvedilol 3.125MG Tablet,TABS,31,0.03%,11,0.02%,  394 ,0.00%
00378180010,Levothyroxine Sodium 25MCG Tablet,TABS,21,0.02%,7,0.01%,  394 ,0.00%
70710122501,Amitriptyline HCl 10MG Tablet,TABS,18,0.02%,7,0.01%,  394 ,0.00%
68682099798,dilTIAZem HCl ER Coated Beads 240MG Capsule Extended Release 24 Hour,CP24,14,0.01%,5,0.01%,  394 ,0.00%
72888003605,Carvedilol 12.5MG Tablet,TABS,24,0.02%,11,0.02%,  394 ,0.00%
68180042201,Moxifloxacin HCl 0.5% Solution,SOLN,18,0.02%,18,0.03%,  393 ,0.00%
72205026030,Vilazodone HCl 10MG Tablet,TABS,6,0.01%,3,0.01%,  393 ,0.00%
59651048699,predniSONE 5MG Tablet,TABS,11,0.01%,3,0.01%,  393 ,0.00%
64850055401,Lisdexamfetamine Dimesylate 50MG Capsule,CAPS,4,0.00%,3,0.01%,  393 ,0.00%
59762500005,sulfaSALAzine 500MG Tablet,TABS,10,0.01%,5,0.01%,  393 ,0.00%
70069005101,Dorzolamide HCl-Timolol Mal 22.3-6.8MG/ML Solution,SOLN,16,0.01%,7,0.01%,  393 ,0.00%
69238149001,Bumetanide 1MG Tablet,TABS,10,0.01%,4,0.01%,  392 ,0.00%
68180026001,Divalproex Sodium ER 250MG Tablet Extended Release 24 HR,TB24,8,0.01%,4,0.01%,  392 ,0.00%
51525047009,Cromolyn Sodium 100MG/5ML Concentrate,CONC,1,0.00%,1,0.00%,  392 ,0.00%
70700011685,Altavera 0.15-30MG-MCG Tablet,TABS,19,0.02%,6,0.01%,  391 ,0.00%
72603019601,Nitrofurantoin Monohyd Macro 100MG Capsule,CAPS,16,0.01%,14,0.02%,  390 ,0.00%
55111015030,FLUoxetine HCl 10MG Tablet,TABS,14,0.01%,8,0.01%,  390 ,0.00%
31722025305,Allopurinol 300MG Tablet,TABS,16,0.01%,13,0.02%,  390 ,0.00%
16714044004,Deblitane 0.35MG Tablet,TABS,25,0.02%,4,0.01%,  390 ,0.00%
72205020030,Roflumilast 500MCG Tablet,TABS,4,0.00%,1,0.00%,  390 ,0.00%
00406511501,Lisdexamfetamine Dimesylate 50MG Capsule,CAPS,3,0.00%,2,0.00%,  390 ,0.00%
68645052054,Escitalopram Oxalate 20MG Tablet,TABS,18,0.02%,7,0.01%,  390 ,0.00%
00378685777,Lisdexamfetamine Dimesylate 40MG Capsule,CAPS,2,0.00%,2,0.00%,  390 ,0.00%
67457078108,DOCEtaxel 160MG/8ML Concentrate,CONC,2,0.00%,1,0.00%,  389 ,0.00%
31722066530,Esomeprazole Magnesium 40MG Capsule Delayed Release,CPDR,13,0.01%,7,0.01%,  389 ,0.00%
16729045615,Levothyroxine Sodium 175MCG Tablet,TABS,19,0.02%,5,0.01%,  389 ,0.00%
24478007401,QuilliChew ER 20MG Tablet Chewable Extended Release,CHER,1,0.00%,1,0.00%,  389 ,0.00%
59651002601,Amoxicillin-Pot Clavulanate 250-62.5MG/5ML Suspension Reconstituted,SUSR,5,0.00%,4,0.01%,  389 ,0.00%
31722052530,Finasteride 5MG Tablet,TABS,18,0.02%,5,0.01%,  389 ,0.00%
00378827093,Albuterol Sulfate (2.5 MG/3ML)0.083% Nebulization Solution,NEBU,12,0.01%,8,0.01%,  388 ,0.00%
00093227534,Amoxicillin-Pot Clavulanate 875-125MG Tablet,TABS,13,0.01%,12,0.02%,  388 ,0.00%
42385094705,metFORMIN HCl 500MG Tablet,TABS,24,0.02%,15,0.03%,  388 ,0.00%
33342010215,Montelukast Sodium 10MG Tablet,TABS,14,0.01%,3,0.01%,  388 ,0.00%
13668013601,Escitalopram Oxalate 10MG Tablet,TABS,14,0.01%,9,0.02%,  388 ,0.00%
70121100101,methylPREDNISolone Sodium Succ 125MG Solution Reconstituted,SOLR,1,0.00%,1,0.00%,  388 ,0.00%
70710160901,Baclofen 5MG Tablet,TABS,11,0.01%,4,0.01%,  387 ,0.00%
50742026201,NIFEdipine ER Osmotic Release 90MG Tablet Extended Release 24 HR,TB24,9,0.01%,6,0.01%,  387 ,0.00%
64980037803,Atomoxetine HCl 80MG Capsule,CAPS,2,0.00%,2,0.00%,  387 ,0.00%
70436004001,guanFACINE HCl ER 2MG Tablet Extended Release 24 HR,TB24,19,0.02%,5,0.01%,  387 ,0.00%
68382001005,lamoTRIgine 200MG Tablet,TABS,12,0.01%,5,0.01%,  387 ,0.00%
00406012405,HYDROcodone-Acetaminophen 7.5-325MG Tablet,TABS,19,0.02%,11,0.02%,  386 ,0.00%
31722053405,Methocarbamol 750MG Tablet,TABS,9,0.01%,5,0.01%,  386 ,0.00%
65862070901,Raloxifene HCl 60MG Tablet,TABS,8,0.01%,3,0.01%,  386 ,0.00%
45963055550,Gabapentin 100MG Capsule,CAPS,21,0.02%,8,0.01%,  386 ,0.00%
69452018213,fluvoxaMINE Maleate ER 100MG Capsule Extended Release 24 Hour,CP24,1,0.00%,1,0.00%,  386 ,0.00%
59651005205,Ezetimibe 10MG Tablet,TABS,24,0.02%,11,0.02%,  386 ,0.00%
00904675180,Aspirin Low Dose 81MG Tablet Delayed Release,TBEC,62,0.05%,40,0.07%,  386 ,0.00%
00378335299,Estradiol 0.1MG/24HR Patch Weekly,PTWK,6,0.01%,1,0.00%,  386 ,0.00%
70954056610,Estradiol 2MG Tablet,TABS,18,0.02%,8,0.01%,  385 ,0.00%
59011075104,Butrans 10MCG/HR Patch Weekly,PTWK,1,0.00%,1,0.00%,  385 ,0.00%
70748012749,Varenicline Tartrate 0.5MG Tablet,TABS,1,0.00%,1,0.00%,  385 ,0.00%
70710111001,Cyproheptadine HCl 4MG Tablet,TABS,20,0.02%,7,0.01%,  385 ,0.00%
69097012303,Topiramate 50MG Tablet,TABS,26,0.02%,8,0.01%,  385 ,0.00%
68001025317,Fluconazole 150MG Tablet,TABS,14,0.01%,13,0.02%,  384 ,0.00%
21922001605,Clobetasol Propionate 0.05% Cream,CREA,16,0.01%,13,0.02%,  384 ,0.00%
16714083001,Mesalamine 1.2GM Tablet Delayed Release,TBEC,2,0.00%,2,0.00%,  384 ,0.00%
70954018810,Acyclovir 200MG/5ML Suspension,SUSP,5,0.00%,1,0.00%,  384 ,0.00%
00093555101,Dexmethylphenidate HCl ER 10MG Capsule Extended Release 24 Hour,CP24,6,0.01%,4,0.01%,  384 ,0.00%
68180035305,Sertraline HCl 100MG Tablet,TABS,9,0.01%,5,0.01%,  384 ,0.00%
57237001899,DULoxetine HCl 30MG Capsule Delayed Release Particles,CPEP,14,0.01%,6,0.01%,  384 ,0.00%
43598058811,Difluprednate 0.05% Emulsion,EMUL,3,0.00%,2,0.00%,  383 ,0.00%
68788955603,Atorvastatin Calcium 10MG Tablet,TABS,19,0.02%,17,0.03%,  383 ,0.00%
72205014190,Losartan Potassium 25MG Tablet,TABS,23,0.02%,13,0.02%,  383 ,0.00%
16571068101,carBAMazepine ER 200MG Tablet Extended Release 12 HR,TB12,9,0.01%,2,0.00%,  382 ,0.00%
24979053301,guanFACINE HCl ER 1MG Tablet Extended Release 24 HR,TB24,20,0.02%,7,0.01%,  382 ,0.00%
68180072304,Cefdinir 250MG/5ML Suspension Reconstituted,SUSR,15,0.01%,14,0.02%,  382 ,0.00%
16571011401,hydrOXYzine HCl 25MG Tablet,TABS,27,0.02%,21,0.04%,  382 ,0.00%
64380078408,predniSONE 10MG Tablet,TABS,31,0.03%,28,0.05%,  382 ,0.00%
00093330105,traMADol HCl 50MG Tablet,TABS,18,0.02%,12,0.02%,  382 ,0.00%
65862093488,Aurovela 24 FE 1-20MG-MCG(24) Tablet,TABS,12,0.01%,6,0.01%,  382 ,0.00%
00093681773,Budesonide 1MG/2ML Suspension,SUSP,1,0.00%,1,0.00%,  381 ,0.00%
58160095509,Menveo  Solution Reconstituted,SOLR,2,0.00%,2,0.00%,  381 ,0.00%
69315040909,Allopurinol 200MG Tablet,TABS,1,0.00%,1,0.00%,  381 ,0.00%
13107008001,traZODone HCl 100MG Tablet,TABS,17,0.01%,4,0.01%,  381 ,0.00%
16729044815,Levothyroxine Sodium 50MCG Tablet,TABS,16,0.01%,7,0.01%,  380 ,0.00%
00078085526,Cipro HC 0.2-1% Suspension,SUSP,1,0.00%,1,0.00%,  380 ,0.00%
00456045801,Armour Thyroid 30MG Tablet,TABS,12,0.01%,3,0.01%,  380 ,0.00%
00115148801,Amphetamine-Dextroamphet ER 15MG Capsule Extended Release 24 Hour,CP24,10,0.01%,4,0.01%,  380 ,0.00%
68180096411,Tiotropium Bromide Monohydrate 18MCG Capsule,CAPS,1,0.00%,1,0.00%,  380 ,0.00%
68180015106,Mirabegron ER 25MG Tablet Extended Release 24 HR,TB24,2,0.00%,1,0.00%,  380 ,0.00%
80631010502,Novavax COVID-19 Vaccine 5MCG/0.5ML Suspension,SUSP,2,0.00%,2,0.00%,  380 ,0.00%
00093727298,Pioglitazone HCl 30MG Tablet,TABS,16,0.01%,8,0.01%,  380 ,0.00%
43598035130,Lurasidone HCl 20MG Tablet,TABS,11,0.01%,4,0.01%,  380 ,0.00%
16729044310,buPROPion HCl ER (XL) 150MG Tablet Extended Release 24 HR,TB24,21,0.02%,10,0.02%,  380 ,0.00%
68682011102,Pimecrolimus 1% Cream,CREA,2,0.00%,2,0.00%,  379 ,0.00%
00832605210,Dicyclomine HCl 20MG Tablet,TABS,9,0.01%,6,0.01%,  379 ,0.00%
59651072301,clonazePAM 1MG Tablet,TABS,26,0.02%,11,0.02%,  379 ,0.00%
31722000290,Venlafaxine HCl ER 37.5MG Capsule Extended Release 24 Hour,CP24,23,0.02%,8,0.01%,  379 ,0.00%
70010074310,Losartan Potassium 100MG Tablet,TABS,23,0.02%,10,0.02%,  379 ,0.00%
08290320122,BD Pen Needle Nano U/F 32G X 4 MM Miscellaneous,MISC,6,0.01%,5,0.01%,  379 ,0.00%
50228011605,Rosuvastatin Calcium 5MG Tablet,TABS,26,0.02%,14,0.02%,  378 ,0.00%
68682036890,dilTIAZem HCl ER Beads 180MG Capsule Extended Release 24 Hour,CP24,16,0.01%,8,0.01%,  378 ,0.00%
00378876091,cycloSPORINE 0.05% Emulsion,EMUL,3,0.00%,2,0.00%,  378 ,0.00%
57237016999,Rosuvastatin Calcium 10MG Tablet,TABS,21,0.02%,12,0.02%,  378 ,0.00%
70010000701,Dexmethylphenidate HCl ER 20MG Capsule Extended Release 24 Hour,CP24,4,0.00%,4,0.01%,  378 ,0.00%
70121146702,medroxyPROGESTERone Acetate 150MG/ML Suspension,SUSP,10,0.01%,5,0.01%,  378 ,0.00%
47781065790,Levothyroxine Sodium 125MCG Tablet,TABS,21,0.02%,11,0.02%,  378 ,0.00%
53002158703,Venlafaxine HCl ER 75MG Tablet Extended Release 24 HR,TB24,3,0.00%,3,0.01%,  378 ,0.00%
70710130206,Mesalamine 1000MG Suppository,SUPP,3,0.00%,1,0.00%,  377 ,0.00%
64980017750,Chloroquine Phosphate 250MG Tablet,TABS,4,0.00%,1,0.00%,  377 ,0.00%
21922002705,Clindamycin Phosphate 1% Gel,GEL,14,0.01%,10,0.02%,  377 ,0.00%
70700026305,Lansoprazole 30MG Capsule Delayed Release,CPDR,17,0.01%,5,0.01%,  376 ,0.00%
72888000400,Metoprolol Tartrate 25MG Tablet,TABS,34,0.03%,16,0.03%,  376 ,0.00%
49884078711,Olmesartan-amLODIPine-HCTZ 40-5-12.5MG Tablet,TABS,4,0.00%,2,0.00%,  374 ,0.00%
00093031101,Loperamide HCl 2MG Capsule,CAPS,7,0.01%,5,0.01%,  374 ,0.00%
69238134201,Etodolac 400MG Tablet,TABS,8,0.01%,3,0.01%,  373 ,0.00%
65862052405,Gabapentin 800MG Tablet,TABS,6,0.01%,1,0.00%,  373 ,0.00%
60505004101,Etodolac 400MG Tablet,TABS,10,0.01%,7,0.01%,  373 ,0.00%
68382098106,lamoTRIgine ER 100MG Tablet Extended Release 24 HR,TB24,2,0.00%,1,0.00%,  373 ,0.00%
00186037020,Symbicort 160-4.5MCG/ACT Aerosol,AERO,2,0.00%,1,0.00%,  373 ,0.00%
68382014014,Topiramate 100MG Tablet,TABS,19,0.02%,5,0.01%,  373 ,0.00%
13107007301,Amphetamine-Dextroamphetamine 20MG Tablet,TABS,7,0.01%,1,0.00%,  373 ,0.00%
70010074210,Losartan Potassium 50MG Tablet,TABS,24,0.02%,10,0.02%,  373 ,0.00%
68382004101,Promethazine HCl 25MG Tablet,TABS,34,0.03%,27,0.05%,  373 ,0.00%
55111046901,Metoprolol Succinate ER 200MG Tablet Extended Release 24 HR,TB24,12,0.01%,3,0.01%,  372 ,0.00%
00310110539,Lokelma 5GM Packet,PACK,1,0.00%,1,0.00%,  372 ,0.00%
53746083153,Ciprofloxacin-dexAMETHasone 0.3-0.1% Suspension,SUSP,4,0.00%,4,0.01%,  372 ,0.00%
31722052510,Finasteride 5MG Tablet,TABS,19,0.02%,8,0.01%,  371 ,0.00%
